"Time","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","Amount","Class"
322,1.06613434246004,0.0376989739526047,0.169035053704406,0.991432284100392,-0.354436923607419,-0.143978323429933,-0.293180638102153,0.220899899527428,0.450282006945592,-0.631072895819325,1.56347520682523,0.547983819234348,-1.24027754528553,-1.13824770254962,-0.594424875704272,-0.00601817734312966,1.29082962513518,0.132375816928385,-0.162404696688851,-0.125756101259366,-0.0879291385778183,-0.0975299380934667,-0.057187898545809,0.138768443813581,0.37947758224322,0.4123821837715,0.00504142136642229,0.0325016967304283,29.56,"0"
406,-2.3122265423263,1.95199201064158,-1.60985073229769,3.9979055875468,-0.522187864667764,-1.42654531920595,-2.53738730624579,1.39165724829804,-2.77008927719433,-2.77227214465915,3.20203320709635,-2.89990738849473,-0.595221881324605,-4.28925378244217,0.389724120274487,-1.14074717980657,-2.83005567450437,-0.0168224681808257,0.416955705037907,0.126910559061474,0.517232370861764,-0.0350493686052974,-0.465211076182388,0.320198198514526,0.0445191674731724,0.177839798284401,0.261145002567677,-0.143275874698919,0,"1"
472,-3.0435406239976,-3.15730712090228,1.08846277997285,2.2886436183814,1.35980512966107,-1.06482252298131,0.325574266158614,-0.0677936531906277,-0.270952836226548,-0.838586564582682,-0.414575448285725,-0.503140859566824,0.676501544635863,-1.69202893305906,2.00063483909015,0.666779695901966,0.599717413841732,1.72532100745514,0.283344830149495,2.10233879259444,0.661695924845707,0.435477208966341,1.37596574254306,-0.293803152734021,0.279798031841214,-0.145361714815161,-0.252773122530705,0.0357642251788156,529,"1"
1287,-1.07286927540038,0.89128965817072,1.37474149849799,-0.783604596579203,0.0829103402465195,-0.316602071287862,0.567404997819296,0.149544225903349,0.230943241084227,-0.129493979006902,0.473521315743897,0.424432786950419,-0.857656485800887,-0.0450739241728918,-1.29264847516836,0.0799288259499166,-0.475871164365553,0.00188907851064938,0.316132217042845,0.0728171956540575,-0.206712193230045,-0.351780860138847,-0.116770337784712,0.0265909294598551,0.0687642886742927,0.378335006481853,0.267179196266248,0.196263807081222,5,"0"
2468,1.16807998787474,0.230075639814555,0.387696164154277,0.735735583881065,-0.414903919526997,-0.801379180024508,-0.0150332382095744,-0.0506196047041882,0.107392138956099,-0.312651729733868,0.331257264021358,0.0689112965243065,-0.524170651661706,-0.102721734990778,1.39757132920671,0.124298904711384,0.430351247318777,-0.769172560303685,-0.67848544315152,-0.143508419685308,-0.239553632077577,-0.716797215356846,0.197339403454042,0.342134879929313,0.0728651606328209,0.104994579308903,-0.0126942620182954,0.0312131378859539,12.99,"0"
2916,-0.402593666061993,0.54737481237708,1.04071941292972,-2.0680229668574,0.214318016064002,-1.07337996240599,0.986795310797696,-0.213034503471035,1.07388869121155,-1.14650798208523,-0.394025783973522,-0.54746192417011,-1.84849566719279,0.42891615815563,1.31230224869566,-0.798101282624305,-0.199596998741247,-0.209078214715185,-0.449111308069149,-0.104956860582871,0.069584539461573,0.537239679476817,-0.247069116651806,0.0356450784209086,-0.0543089229561891,-0.804383829965078,0.244815113080837,-0.0205474425978142,1,"0"
3275,1.06316179036014,0.135568532115511,1.37893825511852,2.46964957384857,-0.411194303037165,1.12931249848512,-0.760258886218591,0.4842114654937,-0.0975291383633539,0.625233266552062,0.634418942213277,0.716235194230969,-0.225044507699042,-0.166229379528021,-0.70376953935401,0.630785013200787,-0.494626764190098,-0.0202076470569113,-0.785631308887741,-0.187787994719889,-0.0313705191416656,0.054218469309505,0.0251046631400494,-0.312632048374316,0.231421334645846,-0.0102702094969032,0.0537571055141371,0.0183506644847295,0,"0"
3785,-0.801200659563312,1.8677446937224,1.44109773131594,3.11546376029281,-0.0507153985141712,-0.498174859874511,0.806887309617598,0.110458758601453,-0.952899929009364,-0.0149262004497913,0.621261342750916,-2.69687749131273,1.90080788266079,2.25746605326996,0.173467464170398,-0.426098363085839,1.1923074997236,0.0705004692940605,0.623055533562036,0.0996564814929353,-0.00737509147944319,0.0200164760924231,-0.150965416178591,0.667633140772884,0.412098650619391,0.294415649247555,-0.119381813519137,0.0135620646303913,53.73,"0"
3819,-0.231958965267323,0.831748570528773,0.156819791890481,0.337590018113585,2.67456530787181,3.96649116924713,0.289884017482394,0.663476239223699,1.00567073336239,-0.17411077966179,0.413809772185756,-2.72707557839508,1.39353312191365,1.36423253855003,-0.54951328124038,-0.708373797641766,0.481480794070424,0.47073769695378,1.2510736391622,0.347865735264861,-0.309786507369345,-0.312104094793846,-0.207836940020466,0.95157665553182,0.0971504484470119,-0.305148289306242,0.219753072353222,-0.0277123720545358,26.38,"0"
4462,-2.30334956758553,1.759247460267,-0.359744743330052,2.33024305053917,-0.821628328375422,-0.0757875706194599,0.562319782266954,-0.399146578487216,-0.238253367661746,-1.52541162656194,2.03291215755072,-6.56012429505962,0.0229373234890961,-1.47010153611197,-0.698826068579047,-2.28219382856251,-4.78183085597533,-2.61566494476124,-1.33444106667307,-0.430021867171611,-0.294166317554753,-0.932391057274991,0.172726295799422,-0.0873295379700724,-0.156114264651172,-0.542627889040196,0.0395659889264757,-0.153028796529788,239.93,"1"
6126,-0.51368918918217,1.04732151133879,1.30778995364659,0.489990426866612,0.71723494826723,0.188882440887403,0.645718216998593,-0.0168755623946121,0.416349570173983,-0.576726034856099,2.17891128567202,-1.51973958001211,2.36132598821717,1.709558553068,-0.529865545789363,-0.11291267512701,0.169359670513162,0.334438825176197,-0.372869446771191,-0.123703597856525,0.0243725455779268,0.350604315571511,-0.156346439233179,-0.343483903971942,0.210074189551374,-0.385713258068325,-0.0854265042653576,-0.0131489577822349,15.3,"0"
6986,-4.39797444171999,1.35836702839758,-2.5928442182573,2.67978696694832,-1.12813094208956,-1.70653638774951,-3.49619729302467,-0.248777743025673,-0.24776789948008,-4.80163740602813,4.89584422347523,-10.9128193194019,0.184371685834387,-6.77109672468083,-0.00732618257771211,-7.35808322132346,-12.5984185405511,-5.13154862842983,0.308333945758691,-0.17160787864796,0.573574068424352,0.176967718048195,-0.436206883597401,-0.0535018648884285,0.252405261951833,-0.657487754764504,-0.827135714578603,0.849573379985768,59,"1"
7519,1.23423504613468,3.0197404207034,-4.30459688479665,4.73279513041887,3.62420083055386,-1.35774566315358,1.71344498787235,-0.496358487073991,-1.28285782036322,-2.44746925511151,2.10134386504854,-4.6096283906446,1.46437762476188,-6.07933719308005,-0.339237372732577,2.58185095378146,6.73938438478335,3.04249317830411,-2.72185312222835,0.00906083639534526,-0.37906830709218,-0.704181032215427,-0.656804756348389,-1.63265295692929,1.48890144838237,0.566797273468934,-0.0100162234965625,0.146792734916988,1,"1"
7526,0.00843036489558254,4.13783683497998,-6.24069657194744,6.6757321631344,0.768307024571449,-3.35305954788994,-1.63173467271809,0.15461244822474,-2.79589246446281,-6.18789062970647,5.66439470857116,-9.85448482287037,-0.306166658250084,-10.6911962118171,-0.638498192673322,-2.04197379107768,-1.12905587703585,0.116452521226364,-1.93466573889727,0.488378221134715,0.36451420978479,-0.608057133838703,-0.539527941820093,0.128939982991813,1.48848121006868,0.50796267782385,0.735821636119662,0.513573740679437,1,"1"
7535,0.0267792264491516,4.13246389713003,-6.56059996809658,6.34855667313983,1.32966566904142,-2.51347884762413,-1.68910220031328,0.303252800547589,-3.13940905736457,-6.04546779778801,6.75462544809695,-8.94817857893317,0.702724998099873,-10.7338541032306,-1.37951985681718,-1.63896011485587,-1.74635013628103,0.776744097926754,-1.32735663549015,0.587743219006407,0.370508651493253,-0.57675247317433,-0.669605371766238,-0.759907529538618,1.60505555017462,0.540675396428899,0.737040381683977,0.496699108168337,1,"1"
7543,0.329594333318222,3.71288929524103,-5.77593510831666,6.07826550560828,1.66735901311948,-2.42016841351562,-0.812891249491333,0.133080117970748,-2.21431131204961,-5.13445447110633,4.56072010550223,-8.87374836164535,-0.797483599628474,-9.17716637009146,-0.25702477514424,-0.871688490451564,1.31301362907797,0.773913872552923,-2.37059945059811,0.269772775978284,0.156617169389793,-0.652450440932299,-0.551572219392364,-0.716521635357197,1.41571661508922,0.555264739787582,0.530507388890912,0.404474054528712,1,"1"
7551,0.316459000444982,3.80907594667829,-5.61515901119457,6.04744510216478,1.55402595692572,-2.6513531120137,-0.746579273100222,0.0555863112529252,-2.6786785422399,-4.95949291161496,6.43905335158373,-7.52011739288703,0.38635166741077,-9.25230724747513,-1.36518841502051,-0.502362190618164,0.784426598154274,1.49430460743838,-1.80801215867357,0.388307428238927,0.208828369001674,-0.511746619200722,-0.583813220813723,-0.219845029091423,1.47475258440688,0.491191925656006,0.518868284577287,0.40252806767232,1,"1"
7610,0.725645739819857,2.30089443776603,-5.32997618300917,4.007682804682,-1.73041059025206,-1.73219256822244,-3.96859261813707,1.06372815344105,-0.486096552344833,-4.62498495406596,5.5887239146762,-7.14824263637845,1.68045074096412,-6.21025774661028,0.495282117814298,-3.5995402092184,-4.83032424210571,-0.649090120211694,2.2501232487881,0.504646226103286,0.589669127323198,0.109541319229913,0.601045276521079,-0.364700278220039,-1.84307769215194,0.351909298434892,0.594549978086464,0.0993722360416487,1,"1"
7672,0.702709900098753,2.42643280600508,-5.23451329584052,4.41666124290876,-2.17080621591773,-2.66755356121463,-3.87808845483572,0.911337122229195,-0.166199039175942,-5.00924850212751,4.67572941865677,-8.16718805173089,0.638559282180499,-6.76333439062322,1.29686025605627,-3.81175840977789,-3.75412806618729,-1.04917740227906,1.55419726345897,0.422743129198702,0.551179689117248,-0.00980235731325313,0.721698230069415,0.473245751402033,-1.9593037711687,0.31947554010746,0.600484916486359,0.129305225096566,1,"1"
7740,1.02387386852139,2.00148526626613,-4.76975183220974,3.81919458538265,-1.2717542273697,-1.7346624268403,-3.05924503160896,0.889804791975203,0.415382113237262,-3.95581234352737,3.57205481558784,-7.18645159050588,0.147242340802109,-5.24930454889762,1.67833367358535,-2.64147310915178,-1.31205856007348,-0.391716050952505,1.11826355175812,0.204137684042271,0.343282648722251,-0.0541956644068491,0.709653952497143,-0.372215866946976,-2.03206836614816,0.366777602071192,0.395170669257609,0.0202055389458413,1,"1"
7891,-1.58550536691994,3.26158454822833,-4.13742198305023,2.35709625199132,-1.40504331370135,-1.87943719306477,-3.51368687087654,1.51560674568816,-1.20716636120056,-6.23456133227108,5.45074606689486,-7.33371406736393,1.36119332407831,-6.60806825219469,-0.481069424899829,-2.60247787045261,-4.83511205239717,-0.553026089102902,0.351948943356815,0.315957258937511,0.501543149467536,-0.54686881157389,-0.0765836358993043,-0.425550366841581,0.123644186352002,0.321984539336613,0.264028160503965,0.132816719764592,1,"1"
8090,-1.78322883722709,3.40279371307631,-3.82274226552205,2.62536815276644,-1.97641541136284,-2.73168901231308,-3.43055914949085,1.41320351399318,-0.776941494554916,-6.19988176274188,4.36671348631445,-8.24326243368313,0.345761165232579,-6.59055029705192,0.265576095932165,-3.02845238846152,-4.21448627485607,-1.21360784773725,-0.265421595374812,0.364089115014408,0.454031931736316,-0.577525824201459,0.0459665375362652,0.461700017592254,0.044146161217817,0.305704433918549,0.530980986346765,0.243745598122111,1,"1"
8169,0.857321003765953,4.09391182702914,-7.42389358948559,7.38024451788662,0.973366022888688,-2.73076151658057,-1.49649705633444,0.543015172692922,-2.35119015933267,-3.94423849794435,6.35507773663404,-7.30974798382371,0.7484505505775,-9.05799252943745,-0.648944909074786,-1.07311652692728,1.52450091526025,1.83136353283608,-0.0897244112241547,0.483302650495284,0.375026285129017,0.145399853347782,0.240603265009756,-0.234649222710157,-1.00488094720044,0.435831916241838,0.618323805168482,0.148468944379397,1,"1"
8408,-1.81328048476897,4.91785071056565,-5.92612969400656,5.70150043141163,1.20439257214362,-3.03513754815611,-1.71340206347108,0.561257390902032,-3.79635425171163,-7.45484065078351,7.38805512292025,-10.4752286504099,-0.379314526756117,-11.7367291212569,-2.08698895215593,-2.44235398293755,-3.53552351168246,0.130360306640887,-2.07145048844325,0.576656033332069,0.615641835107552,-0.4064272753179,-0.73701807643754,-0.279641772215917,1.1067663744335,0.323885477719453,0.894766671515833,0.569518600269514,1,"1"
8415,-0.25147096006823,4.31352332575143,-6.89143771650147,6.79679668055103,0.616296505250374,-2.96632654187403,-2.43665252687714,0.489327898838014,-3.37163857159343,-6.81081309938215,7.62008905836908,-10.2852825163315,-0.342444334069655,-11.5434979157865,-1.3349879032835,-2.68928420445067,-3.20438340295762,0.0865218956911394,-1.31449509665307,0.632709963789826,0.536892074447128,-0.546126023729244,-0.605239547613772,-0.263743459593593,1.53991583077868,0.523573696680871,0.891024688365269,0.572740666549584,1,"1"
8451,0.314596589729515,2.66067027657541,-5.92003738034463,4.52249960508858,-2.3150272861839,-2.27835165394776,-4.68405393631569,1.20227026523098,-0.694695511200349,-5.52627805985834,6.66243683071252,-8.52546492534563,0.742745446888019,-7.67866801029943,0.593070459066131,-4.47813659534324,-5.84426647937357,-1.1027307945783,2.17738568653903,0.562705643312244,0.743314023428983,0.0640383555765096,0.677841675250346,0.0830078227438395,-1.91103446375022,0.322188398435937,0.620866538820488,0.185030354728703,1,"1"
8528,0.447395553302475,2.48195386638743,-5.66081393141405,4.4559228120932,-2.4437797540431,-2.18504026247234,-4.71614294470093,1.24980325173147,-0.718326066573691,-5.3903302556601,6.45418752494833,-8.48534657377678,0.635281408794591,-7.01990155916612,0.53981407134798,-4.6498642988132,-6.2883575087823,-1.33931232244731,2.26298478762517,0.549612970886705,0.756052550277073,0.140167768675,0.665411100673545,0.131463791724986,-1.90821741154788,0.334807598686864,0.748534284767756,0.175413794422896,1,"1"
8614,-2.16992897559082,3.6396539992044,-4.50849778617728,2.73066814884895,-2.12269287053048,-2.34101682766366,-4.23525308290613,1.70353765763508,-1.30527913344307,-6.7167200227127,6.35361231915591,-8.60164826276464,0.449930038237225,-7.50616937408145,-0.438081781812467,-3.69451599830956,-6.30475338603049,-1.26758712788115,0.357987030484253,0.5007790539507,0.645103275621378,-0.503529448911197,-0.000522821818299227,0.0716957787676742,0.0920074334247208,0.308497931577036,0.552590914653841,0.298954478709399,1,"1"
8757,-1.86375555343732,3.44264397684973,-4.46825973145511,2.80533625940251,-2.1184124774924,-2.33228488731467,-4.2612371974404,1.70168184397858,-1.43939587542941,-6.99990663386522,6.31620967716699,-8.67081800476226,0.316023991908777,-7.41771206475053,-0.436537471366146,-3.65280196004741,-6.29314531907376,-1.24324829133852,0.364810482193887,0.36092400372093,0.66792657242141,-0.516242362128804,-0.012217811746839,0.070613703103445,0.0585044669560628,0.304882839588584,0.418012467185258,0.208858278145839,1,"1"
8808,-4.61721720415581,1.69569365346656,-3.11437220079491,4.32819855298178,-1.87325699086527,-0.989908135538263,-4.57726462658038,0.4722161584519,0.472016953377646,-5.57602263642415,4.80232276125089,-10.833164469314,0.104303875698575,-9.40542306160986,-0.80747786866047,-7.55234220350747,-9.8025617903912,-4.12062883466552,1.74050729036196,-0.0390459343384186,0.481829697240067,0.146023056445948,0.117038527549065,-0.21756459883966,-0.138776043706563,-0.424452881068275,-1.00204142597227,0.890780287970655,1.1,"1"
8878,-2.6618021745564,5.8563932148043,-7.65361621324071,6.37974188053221,-0.0607121191362683,-3.13154973153662,-3.10356974550479,1.77849156945338,-3.83115371623455,-7.19160424618226,7.10298858788516,-9.92869994299538,-0.0674983775194601,-10.924186865147,-1.69791397714032,-2.37942098527078,-2.77511389701838,0.273798971252603,-1.38218756352589,0.399096860264863,0.734774950378595,-0.43590118187623,-0.384765904180568,-0.286015663843443,1.00793382365812,0.413195532462339,0.28028415690056,0.303936550639395,1,"1"
8886,-2.53585211738111,5.79364414692454,-7.61846283574893,6.39582974649419,-0.0652101046678037,-3.13637196409103,-3.10455736262141,1.82323263760971,-3.87865758023391,-7.29780335001461,7.07166913682445,-10.001046368327,-0.207934540884304,-10.8606980453666,-1.69082504118249,-2.36085672411086,-2.76009701528795,0.29810341564323,-1.38555780172735,0.408704184487524,0.716719907055995,-0.448059938458541,-0.402406878680357,-0.288835222564699,1.01175223958707,0.425964621387216,0.413139555823146,0.308204656968305,1,"1"
9064,-3.49910753739178,0.258555160773118,-4.48955807274398,4.85389435139681,-6.97452154477167,3.62838209065084,5.43127092073166,-1.94673371078472,-0.775680092900109,-1.9877731876087,4.69039566550924,-6.9980424321007,1.45401198637847,-3.73802333366749,0.31774206255503,-2.01354268083989,-5.1361351026702,-1.18382211654359,1.66339401354543,-3.04262575715977,-1.05236825623151,0.204816873569406,-2.11900744010783,0.170278608305444,-0.393844118118335,0.296367194488607,1.98591321801306,-0.900451638402827,1809.68,"1"
9835,-0.0965098876525971,0.850114459690391,0.824056948585221,1.9959700747143,2.83545055958192,4.5063267697426,0.0909976014658593,0.513183432645216,0.480006561315452,0.785237685375786,0.444580013988291,-3.0671728552176,1.51163864673832,1.04140926073595,-0.439074573594389,-0.347347506961093,0.387140470801687,0.359317530623188,1.37436564520967,0.30019581657309,-0.452225249204634,-0.744140098492475,-0.0593478899541369,0.927005964626488,-0.545211557385439,-0.113783284398201,-0.300864514563231,-0.279153118281882,9.06,"0"
10164,1.27724588755705,-0.472565413553732,0.971309733446539,-1.04594265146403,-1.35453100340486,-0.896383516970568,-0.82651584314266,-0.0838981987150199,3.37229436208142,-1.50040001154919,0.381646422754841,-2.29032773457775,0.731219109591137,1.39222626242853,0.699450726262383,-0.406842514991352,0.709630101896745,0.58516694852473,0.478887236660842,-0.19002721871266,-0.0491041886581602,0.332936095258708,-0.079693409061687,0.385664097144074,0.430919670508903,0.0786714872454798,0.0128026656349688,0.01469246413459,2,"0"
10963,1.25010976375702,-0.03976565964678,0.836380751276167,0.317286728227473,-0.851758140579205,-0.814436297754833,-0.47490084226369,-0.167594034115374,1.82269246178197,-0.504116021281333,0.498587442901863,-2.67526251099534,1.25580170684875,1.57986851060382,0.644055875546101,0.529254935857109,0.304886512412317,0.240672439487157,-0.378421664622211,-0.11375524170511,-0.0764966729083626,0.01370889574246,-0.0154055567396121,0.343646321986595,0.196179773403142,1.03599212259317,-0.0931093748798355,0.00419018673451753,15.95,"0"
11016,1.20802934757237,-0.0947916388877827,0.591395968997693,0.0600808493625016,-0.402466003221587,-0.0913975316840469,-0.480110771884972,-0.0535425270162875,1.42355357426533,-0.379990279471078,1.83533716837096,-1.56178270103383,2.47487964537561,1.50715570121332,-0.137760533962406,0.857175114183627,-0.242777438837991,0.801000641246658,0.133804826186568,0.0409167045118083,-0.0386935979278085,0.0950505503353538,-0.140526817099989,-0.308594207989318,0.28214365430739,1.05126226624436,-0.0943379732648292,-0.00582695580078186,39,"0"
